,Title,urls,Difficulty,Tags,Acceptance,Submission,Acceptance_Rate,Likes,Dislikes
1345,1716. Calculate Money in Leetcode Bank,/problems/calculate-money-in-leetcode-bank,Easy,['Math'],21809,33993,64.1%,315,10
1346,1717. Maximum Score From Removing Substrings,/problems/maximum-score-from-removing-substrings,Medium,"['String', 'Stack', 'Greedy']",6618,15656,42.1%,257,16
1347,1718. Construct the Lexicographically Largest Valid Sequence,/problems/construct-the-lexicographically-largest-valid-sequence,Medium,"['Array', 'Backtracking']",6199,12682,48.8%,271,23
1348,1719. Number Of Ways To Reconstruct A Tree,/problems/number-of-ways-to-reconstruct-a-tree,Hard,"['Tree', 'Graph', 'Topological Sort']",1815,4543,39.9%,81,62
1349,1720. Decode XORed Array,/problems/decode-xored-array,Easy,"['Array', 'Bit Manipulation']",38611,45094,85.6%,351,58
1350,1721. Swapping Nodes in a Linked List,/problems/swapping-nodes-in-a-linked-list,Medium,"['Linked List', 'Two Pointers']",60983,91757,66.5%,764,50
1351,1722. Minimize Hamming Distance After Swap Operations,/problems/minimize-hamming-distance-after-swap-operations,Medium,"['Array', 'Depth-First Search', 'Union Find']",8947,19383,46.1%,406,11
1352,1723. Find Minimum Time to Finish All Jobs,/problems/find-minimum-time-to-finish-all-jobs,Hard,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",8750,21468,40.7%,289,12
1353,1725. Number Of Rectangles That Can Form The Largest Square,/problems/number-of-rectangles-that-can-form-the-largest-square,Easy,['Array'],27850,35564,78.3%,210,26
1354,1726. Tuple with Same Product,/problems/tuple-with-same-product,Medium,"['Array', 'Hash Table']",14382,24430,58.8%,289,15
1355,1727. Largest Submatrix With Rearrangements,/problems/largest-submatrix-with-rearrangements,Medium,"['Array', 'Greedy', 'Sorting', 'Matrix']",8786,14776,59.5%,449,13
1356,1728. Cat and Mouse II,/problems/cat-and-mouse-ii,Hard,"['Math', 'Dynamic Programming', 'Breadth-First Search', 'Graph', 'Memoization', 'Game Theory']",3374,8188,41.1%,92,19
1357,1732. Find the Highest Altitude,/problems/find-the-highest-altitude,Easy,"['Array', 'Prefix Sum']",42802,54045,79.2%,381,42
1358,1733. Minimum Number of People to Teach,/problems/minimum-number-of-people-to-teach,Medium,"['Array', 'Greedy']",4649,12005,38.7%,96,256
1359,1734. Decode XORed Permutation,/problems/decode-xored-permutation,Medium,"['Array', 'Bit Manipulation']",6804,11868,57.2%,343,12
1360,1735. Count Ways to Make Array With Product,/problems/count-ways-to-make-array-with-product,Hard,"['Array', 'Math', 'Dynamic Programming']",2511,5156,48.7%,104,21
1361,1736. Latest Time by Replacing Hidden Digits,/problems/latest-time-by-replacing-hidden-digits,Easy,['String'],16674,40227,41.4%,136,81
1362,1737. Change Minimum Characters to Satisfy One of Three Conditions,/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,"['Hash Table', 'String', 'Counting', 'Prefix Sum']",6707,21832,30.6%,170,202
1363,1738. Find Kth Largest XOR Coordinate Value,/problems/find-kth-largest-xor-coordinate-value,Medium,"['Array', 'Divide and Conquer', 'Bit Manipulation', 'Heap (Priority Queue)', 'Matrix', 'Prefix Sum', 'Quickselect']",10083,16098,62.6%,167,29
1364,1739. Building Boxes,/problems/building-boxes,Hard,"['Math', 'Binary Search', 'Greedy']",3919,7805,50.2%,154,26
1365,1742. Maximum Number of Balls in a Box,/problems/maximum-number-of-balls-in-a-box,Easy,"['Hash Table', 'Math', 'Counting']",27225,37179,73.2%,229,58
1366,1743. Restore the Array From Adjacent Pairs,/problems/restore-the-array-from-adjacent-pairs,Medium,"['Array', 'Hash Table']",13559,20774,65.2%,335,4
1367,1744. Can You Eat Your Favorite Candy on Your Favorite Day?,/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,"['Array', 'Prefix Sum']",6601,21037,31.4%,65,212
1368,1745. Palindrome Partitioning IV,/problems/palindrome-partitioning-iv,Hard,"['String', 'Dynamic Programming']",9790,19662,49.8%,285,8
1369,1748. Sum of Unique Elements,/problems/sum-of-unique-elements,Easy,"['Array', 'Hash Table', 'Counting']",43216,57944,74.6%,405,12
1370,1749. Maximum Absolute Sum of Any Subarray,/problems/maximum-absolute-sum-of-any-subarray,Medium,"['Array', 'Dynamic Programming']",11890,21966,54.1%,360,8
1371,1750. Minimum Length of String After Deleting Similar Ends,/problems/minimum-length-of-string-after-deleting-similar-ends,Medium,"['Two Pointers', 'String']",9523,22436,42.4%,154,13
1372,1751. Maximum Number of Events That Can Be Attended II,/problems/maximum-number-of-events-that-can-be-attended-ii,Hard,"['Array', 'Binary Search', 'Dynamic Programming']",6432,13027,49.4%,248,4
1373,1752. Check if Array Is Sorted and Rotated,/problems/check-if-array-is-sorted-and-rotated,Easy,['Array'],19170,42848,44.7%,259,37
1374,1753. Maximum Score From Removing Stones,/problems/maximum-score-from-removing-stones,Medium,"['Math', 'Greedy', 'Heap (Priority Queue)']",14126,22359,63.1%,260,24
1375,1754. Largest Merge Of Two Strings,/problems/largest-merge-of-two-strings,Medium,"['Two Pointers', 'String', 'Greedy']",10738,25558,42.0%,232,40
1376,1755. Closest Subsequence Sum,/problems/closest-subsequence-sum,Hard,"['Array', 'Two Pointers', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",5329,15538,34.4%,242,45
1377,1758. Minimum Changes To Make Alternating Binary String,/problems/minimum-changes-to-make-alternating-binary-string,Easy,['String'],19150,32754,58.4%,280,7
1378,1759. Count Number of Homogenous Substrings,/problems/count-number-of-homogenous-substrings,Medium,"['Math', 'String']",12471,28451,43.8%,212,22
1379,1760. Minimum Limit of Balls in a Bag,/problems/minimum-limit-of-balls-in-a-bag,Medium,"['Array', 'Binary Search']",10211,18870,54.0%,540,26
1380,1761. Minimum Degree of a Connected Trio in a Graph,/problems/minimum-degree-of-a-connected-trio-in-a-graph,Hard,['Graph'],7628,19538,39.0%,80,130
1381,1763. Longest Nice Substring,/problems/longest-nice-substring,Easy,"['Hash Table', 'String', 'Bit Manipulation', 'Sliding Window']",11820,19290,61.2%,209,214
1382,1764. Form Array by Concatenating Subarrays of Another Array,/problems/form-array-by-concatenating-subarrays-of-another-array,Medium,"['Array', 'Greedy', 'String Matching']",8107,15208,53.4%,138,19
1383,1765. Map of Highest Peak,/problems/map-of-highest-peak,Medium,"['Array', 'Breadth-First Search', 'Matrix']",10047,17503,57.3%,323,26
1384,1766. Tree of Coprimes,/problems/tree-of-coprimes,Hard,"['Math', 'Tree', 'Depth-First Search', 'Breadth-First Search']",3715,10162,36.6%,160,13
1385,1768. Merge Strings Alternately,/problems/merge-strings-alternately,Easy,"['Two Pointers', 'String']",30562,41195,74.2%,263,5
1386,1769. Minimum Number of Operations to Move All Balls to Each Box,/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,"['Array', 'String']",41445,48280,85.9%,696,30
1387,1770. Maximum Score from Performing Multiplication Operations,/problems/maximum-score-from-performing-multiplication-operations,Medium,"['Array', 'Dynamic Programming']",10860,35441,30.6%,336,87
1388,1771. Maximize Palindrome Length From Subsequences,/problems/maximize-palindrome-length-from-subsequences,Hard,"['String', 'Dynamic Programming']",5610,16307,34.4%,245,6
1389,1773. Count Items Matching a Rule,/problems/count-items-matching-a-rule,Easy,"['Array', 'String']",55998,66195,84.6%,355,59
1390,1774. Closest Dessert Cost,/problems/closest-dessert-cost,Medium,"['Array', 'Dynamic Programming', 'Backtracking']",10048,22193,45.2%,236,28
1391,1775. Equal Sum Arrays With Minimum Number of Operations,/problems/equal-sum-arrays-with-minimum-number-of-operations,Medium,"['Array', 'Hash Table', 'Greedy', 'Counting']",9037,17869,50.6%,293,8
1392,1776. Car Fleet II,/problems/car-fleet-ii,Hard,"['Array', 'Math', 'Stack', 'Heap (Priority Queue)', 'Monotonic Stack']",9067,18200,49.8%,298,6
1393,1779. Find Nearest Point That Has the Same X or Y Coordinate,/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,['Array'],15995,23935,66.7%,119,26
1394,1780. Check if Number is a Sum of Powers of Three,/problems/check-if-number-is-a-sum-of-powers-of-three,Medium,['Math'],14650,23135,63.3%,342,15
1395,1781. Sum of Beauty of All Substrings,/problems/sum-of-beauty-of-all-substrings,Medium,"['Hash Table', 'String', 'Counting']",9534,16251,58.6%,185,67
1396,1782. Count Pairs Of Nodes,/problems/count-pairs-of-nodes,Hard,"['Two Pointers', 'Binary Search', 'Graph']",3177,8987,35.2%,138,105
1397,1784. Check if Binary String Has at Most One Segment of Ones,/problems/check-if-binary-string-has-at-most-one-segment-of-ones,Easy,['String'],16798,40768,41.2%,106,302
1398,1785. Minimum Elements to Add to Form a Given Sum,/problems/minimum-elements-to-add-to-form-a-given-sum,Medium,"['Array', 'Greedy']",11059,27524,40.2%,102,112
1399,1786. Number of Restricted Paths From First to Last Node,/problems/number-of-restricted-paths-from-first-to-last-node,Medium,"['Dynamic Programming', 'Graph', 'Topological Sort', 'Heap (Priority Queue)', 'Shortest Path']",7948,21671,36.6%,332,60
1400,1787. Make the XOR of All Segments Equal to Zero,/problems/make-the-xor-of-all-segments-equal-to-zero,Hard,"['Array', 'Dynamic Programming', 'Bit Manipulation']",2608,6943,37.4%,187,8
1401,1790. Check if One String Swap Can Make Strings Equal,/problems/check-if-one-string-swap-can-make-strings-equal,Easy,"['Hash Table', 'String', 'Counting']",18994,42664,44.5%,198,9
1402,1791. Find Center of Star Graph,/problems/find-center-of-star-graph,Easy,['Graph'],34534,41028,84.3%,73,14
1403,1792. Maximum Average Pass Ratio,/problems/maximum-average-pass-ratio,Medium,"['Array', 'Greedy', 'Heap (Priority Queue)']",9873,20606,47.8%,323,44
1404,1793. Maximum Score of a Good Subarray,/problems/maximum-score-of-a-good-subarray,Hard,"['Array', 'Two Pointers', 'Stack', 'Monotonic Stack']",7671,15903,48.2%,310,17
1405,1796. Second Largest Digit in a String,/problems/second-largest-digit-in-a-string,Easy,"['Hash Table', 'String']",14845,30800,48.2%,124,52
1406,1797. Design Authentication Manager,/problems/design-authentication-manager,Medium,"['Hash Table', 'Design']",6972,13867,50.2%,101,19
1407,1798. Maximum Number of Consecutive Values You Can Make,/problems/maximum-number-of-consecutive-values-you-can-make,Medium,"['Array', 'Greedy']",6349,13469,47.0%,298,26
1408,1799. Maximize Score After N Operations,/problems/maximize-score-after-n-operations,Hard,"['Array', 'Math', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Number Theory', 'Bitmask']",6576,14471,45.3%,196,14
1409,1800. Maximum Ascending Subarray Sum,/problems/maximum-ascending-subarray-sum,Easy,['Array'],19783,30737,64.3%,230,8
1410,1801. Number of Orders in the Backlog,/problems/number-of-orders-in-the-backlog,Medium,"['Array', 'Heap (Priority Queue)', 'Simulation']",7153,16019,44.6%,106,139
1411,1802. Maximum Value at a Given Index in a Bounded Array,/problems/maximum-value-at-a-given-index-in-a-bounded-array,Medium,"['Binary Search', 'Greedy']",7043,24746,28.4%,309,49
1412,1803. Count Pairs With XOR in a Range,/problems/count-pairs-with-xor-in-a-range,Hard,"['Array', 'Bit Manipulation', 'Trie']",3299,7460,44.1%,168,8
1413,1805. Number of Different Integers in a String,/problems/number-of-different-integers-in-a-string,Easy,"['Hash Table', 'String']",16382,47007,34.8%,194,39
1414,1806. Minimum Number of Operations to Reinitialize a Permutation,/problems/minimum-number-of-operations-to-reinitialize-a-permutation,Medium,"['Array', 'Math', 'Simulation']",10218,14478,70.6%,130,85
1415,1807. Evaluate the Bracket Pairs of a String,/problems/evaluate-the-bracket-pairs-of-a-string,Medium,"['Array', 'Hash Table', 'String']",12518,18889,66.2%,168,20
1416,1808. Maximize Number of Nice Divisors,/problems/maximize-number-of-nice-divisors,Hard,"['Math', 'Recursion']",3744,13227,28.3%,111,120
1417,1812. Determine Color of a Chessboard Square,/problems/determine-color-of-a-chessboard-square,Easy,"['Math', 'String']",20790,26959,77.1%,214,8
1418,1813. Sentence Similarity III,/problems/sentence-similarity-iii,Medium,"['Array', 'Two Pointers', 'String']",6369,20082,31.8%,133,28
1419,1814. Count Nice Pairs in an Array,/problems/count-nice-pairs-in-an-array,Medium,"['Array', 'Hash Table', 'Math', 'Counting']",9126,23143,39.4%,262,13
1420,1815. Maximum Number of Groups Getting Fresh Donuts,/problems/maximum-number-of-groups-getting-fresh-donuts,Hard,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Bitmask']",3144,7956,39.3%,158,9
1421,1816. Truncate Sentence,/problems/truncate-sentence,Easy,"['Array', 'String']",30581,38130,80.1%,235,6
1422,1817. Finding the Users Active Minutes,/problems/finding-the-users-active-minutes,Medium,"['Array', 'Hash Table']",15539,19767,78.5%,181,68
1423,1818. Minimum Absolute Sum Difference,/problems/minimum-absolute-sum-difference,Medium,"['Array', 'Binary Search', 'Sorting', 'Ordered Set']",8846,31098,28.3%,249,34
1424,1819. Number of Different Subsequences GCDs,/problems/number-of-different-subsequences-gcds,Hard,"['Array', 'Math', 'Counting', 'Number Theory']",4306,12362,34.8%,183,33
1425,1822. Sign of the Product of an Array,/problems/sign-of-the-product-of-an-array,Easy,"['Array', 'Math']",32798,50555,64.7%,194,27
1426,1823. Find the Winner of the Circular Game,/problems/find-the-winner-of-the-circular-game,Medium,"['Array', 'Math', 'Recursion', 'Queue', 'Simulation']",15579,21490,72.5%,310,10
1427,1824. Minimum Sideway Jumps,/problems/minimum-sideway-jumps,Medium,"['Array', 'Dynamic Programming', 'Greedy']",10949,22938,47.7%,368,19
1428,1825. Finding MK Average,/problems/finding-mk-average,Hard,"['Design', 'Queue', 'Heap (Priority Queue)', 'Ordered Set']",4192,14508,28.8%,134,70
1429,1827. Minimum Operations to Make the Array Increasing,/problems/minimum-operations-to-make-the-array-increasing,Easy,"['Array', 'Greedy']",22603,29019,77.9%,276,11
1430,1828. Queries on Number of Points Inside a Circle,/problems/queries-on-number-of-points-inside-a-circle,Medium,"['Array', 'Math', 'Geometry']",17741,20429,86.7%,210,30
1431,1829. Maximum XOR for Each Query,/problems/maximum-xor-for-each-query,Medium,"['Array', 'Bit Manipulation', 'Prefix Sum']",9133,12336,74.0%,188,11
1432,1830. Minimum Number of Operations to Make String Sorted,/problems/minimum-number-of-operations-to-make-string-sorted,Hard,"['Math', 'String', 'Combinatorics']",1786,3798,46.8%,94,75
1433,1832. Check if the Sentence Is Pangram,/problems/check-if-the-sentence-is-pangram,Easy,"['Hash Table', 'String']",40369,48950,82.4%,269,8
1434,1833. Maximum Ice Cream Bars,/problems/maximum-ice-cream-bars,Medium,"['Array', 'Greedy', 'Sorting']",23623,36943,63.9%,197,85
1435,1834. Single-Threaded CPU,/problems/single-threaded-cpu,Medium,"['Array', 'Sorting', 'Heap (Priority Queue)']",11537,33327,34.5%,401,68
1436,1835. Find XOR Sum of All Pairs Bitwise AND,/problems/find-xor-sum-of-all-pairs-bitwise-and,Hard,"['Array', 'Math', 'Bit Manipulation']",7754,13617,56.9%,205,25
1437,1837. Sum of Digits in Base K,/problems/sum-of-digits-in-base-k,Easy,['Math'],18836,25127,74.9%,166,15
1438,1838. Frequency of the Most Frequent Element,/problems/frequency-of-the-most-frequent-element,Medium,"['Array', 'Binary Search', 'Greedy', 'Sliding Window', 'Sorting', 'Prefix Sum']",10204,30556,33.4%,501,10
1439,1839. Longest Substring Of All Vowels in Order,/problems/longest-substring-of-all-vowels-in-order,Medium,"['String', 'Sliding Window']",12625,26687,47.2%,227,9
1440,1840. Maximum Building Height,/problems/maximum-building-height,Hard,"['Array', 'Math']",3778,10945,34.5%,188,8
1441,1844. Replace All Digits with Characters,/problems/replace-all-digits-with-characters,Easy,['String'],21051,26310,80.1%,189,26
1442,1845. Seat Reservation Manager,/problems/seat-reservation-manager,Medium,"['Design', 'Heap (Priority Queue)']",11293,20169,55.8%,161,15
1443,1846. Maximum Element After Decreasing and Rearranging,/problems/maximum-element-after-decreasing-and-rearranging,Medium,"['Array', 'Greedy', 'Sorting']",8716,15817,54.8%,112,27
1444,1847. Closest Room,/problems/closest-room,Hard,"['Array', 'Binary Search', 'Sorting']",4078,12839,31.7%,225,10
1445,1848. Minimum Distance to the Target Element,/problems/minimum-distance-to-the-target-element,Easy,['Array'],16820,28055,60.0%,102,22
1446,1849. Splitting a String Into Descending Consecutive Values,/problems/splitting-a-string-into-descending-consecutive-values,Medium,"['String', 'Backtracking']",8916,32175,27.6%,202,67
1447,1850. Minimum Adjacent Swaps to Reach the Kth Smallest Number,/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,"['Two Pointers', 'String', 'Greedy']",5869,9156,64.1%,210,32
1448,1851. Minimum Interval to Include Each Query,/problems/minimum-interval-to-include-each-query,Hard,"['Array', 'Binary Search', 'Line Sweep', 'Sorting', 'Heap (Priority Queue)']",4528,10361,43.4%,243,2
1449,1854. Maximum Population Year,/problems/maximum-population-year,Easy,"['Array', 'Counting']",15735,27449,57.3%,244,38
1450,1855. Maximum Distance Between a Pair of Values,/problems/maximum-distance-between-a-pair-of-values,Medium,"['Array', 'Two Pointers', 'Binary Search', 'Greedy']",12623,27265,46.2%,289,6
